Erecoil_keV,pdf,cdf
0.00309,10.9148404085319,0.995095234045025
0.003091,10.8937114277603,0.995106138320943
0.003092,10.8726190919724,0.995117021486203
0.003093,10.8515633421801,0.99512788357742
0.003094,10.8305441194828,0.995138724631151
0.003095,10.8095613644327,0.995149544683893
0.003096,10.7886150183102,0.995160343772084
0.003097,10.7677050218509,0.995171121932104
0.003098,10.7468313163575,0.995181879200273
0.003099,10.7259938435367,0.995192615612853
0.0031,10.7051925442389,0.995203331206047
0.003101,10.6844273600361,0.995214026015999
0.003102,10.6636982329017,0.995224700078796
0.003103,10.6430051036474,0.995235353430464
0.003104,10.6223479148932,0.995245986106973
0.003105,10.6017266077886,0.995256598144235
0.003106,10.5811411245073,0.995267189578101
0.003107,10.560591407001,0.995277760444366
0.003108,10.5400773976188,0.995288310778769
0.003109,10.5195990380282,0.995298840616987
0.00311,10.4991562709097,0.995309349994641
0.003111,10.4787490384173,0.995319838947296
0.003112,10.4583772829475,0.995330307510456
0.003113,10.4380409472903,0.995340755719572
0.003114,10.4177399738663,0.995351183610032
0.003115,10.3974743053372,0.995361591217172
0.003116,10.3772438846045,0.995371978576267
0.003117,10.3570486546563,0.995382345722536
0.003118,10.3368885581172,0.995392692691143
0.003119,10.3167635383018,0.995403019517191
0.00312,10.2966735384607,0.995413326235729
0.003121,10.2766185016325,0.995423612881749
0.003122,10.2565983710936,0.995433879490186
0.003123,10.2366130903567,0.995444126095916
0.003124,10.2166626028723,0.995454352733763
0.003125,10.1967468524738,0.995464559438491
0.003126,10.176865782342,0.995474746244808
0.003127,10.1570193366314,0.995484913187367
0.003128,10.1372074591393,0.995495060300765
0.003129,10.1174300934567,0.995505187619542
0.00313,10.0976871838488,0.99551529517818
0.003131,10.0779786746641,0.995525383011109
0.003132,10.0583045097538,0.995535451152702
0.003133,10.0386646333481,0.995545499637273
0.003134,10.0190589901972,0.995555528499085
0.003135,9.99948752426826,0.995565537772342
0.003136,9.97995018033733,0.995575527491194
0.003137,9.96044690312061,0.995585497689736
0.003138,9.94097763713187,0.995595448402006
0.003139,9.9215423274008,0.995605379661989
0.00314,9.90214091846971,0.995615291503611
0.003141,9.88277335553775,0.995625183960749
0.003142,9.86343958346088,0.995635057067218
0.003143,9.84413954746494,0.995644910856783
0.003144,9.82487319300018,0.995654745363154
0.003145,9.80564046489552,0.995664560619983
0.003146,9.78644130891097,0.99567435666087
0.003147,9.767275670327,0.995684133519359
0.003148,9.74814349478951,0.995693891228942
0.003149,9.72904472788806,0.995703629823053
